ProjectCode,ReportMonth,State,OriginalCost,RevisedCost,Expenditure,Physical Progress,Agency,DateInconsistency,ProjectAgeDays,ApprovalToStartDays,CurrentExpenditureRatio,RobustCurrentExpenditurePct,RobustCurrentGap,HasRevisedCost,HasRevisedDoc,ProgressVelocity,ProgressScheduleGap,ExpenditureProgressGap,CostGrowth,ScheduleElapsedRatio,RemainingPlannedDays,ElapsedDays,PlannedDurationDays,ProgressBehindSchedule10,ProgressBehindSchedule20,ProgressBehindSchedule30,NegativeProgressVelocity,NoProgress,LateStageLowProgress,ExpenditureAhead10,ExpenditureAhead20,ExpenditureAhead30,OverallRiskEvent
618704,2026-05-01,Odisha,150.86,106.32,106.16,99.99,National Highways Authority of India [NHAI],True,699.0,274.0,99.84951091045899,99.84951091045899,0.14048908954100625,1,1,0.0099999999999909,-100.01,-0.1404890895410062,0.0,2.0,-425.0,699.0,274.0,1,1,1,0,0,0,0,0,0,1
618705,2026-05-01,Odisha,973.12,973.12,165.17,2.0,National Highways Authority of India [NHAI],False,89.0,427.0,16.973240710292668,16.973240710292668,-14.973240710292668,0,1,0.5,-18.843091334894616,14.973240710292668,0.0,0.2084309133489461,338.0,89.0,427.0,1,0,0,0,0,0,1,0,0,1
618706,2026-05-01,Karnataka,3496.01,4087.42,604.63,99.19,National Highways Authority of India [NHAI],False,2557.0,454.0,14.792460769874394,14.792460769874394,84.3975392301256,1,1,0.0,-100.81,-84.3975392301256,0.0,2.0,-2103.0,2557.0,454.0,1,1,1,0,1,0,0,0,0,1
618707,2026-05-01,Karnataka,738.37,738.37,14.28,7.29,National Highways Authority of India [NHAI],False,120.0,426.0,1.9339897341441283,1.9339897341441283,5.356010265855872,0,1,1.66,-20.879014084507045,-5.356010265855872,0.0,0.2816901408450704,306.0,120.0,426.0,1,1,0,0,0,0,0,0,0,0
618708,2026-05-01,Kerala,1187.47,1265.47,715.77,65.83,National Highways Authority of India [NHAI],False,1065.0,273.0,56.56159371616869,56.56159371616869,9.268406283831311,1,1,13.119999999999996,-134.17000000000002,-9.268406283831313,0.0,2.0,-792.0,1065.0,273.0,1,1,1,0,0,0,0,0,0,1
618709,2026-05-01,Karnataka,1340.15,992.6,922.0,91.45,National Highways Authority of India [NHAI],False,1096.0,61.0,92.88736651219021,92.88736651219021,-1.4373665121902093,1,1,0.0,-108.55,1.4373665121902093,0.0,2.0,-1035.0,1096.0,61.0,1,1,1,0,1,0,0,0,0,0
618710,2026-05-01,Uttar Pradesh,2002.79,1889.78,1733.16,100.0,National Highways Authority of India [NHAI],False,1826.0,242.0,91.71226280307762,91.71226280307762,8.287737196922379,1,1,0.0,-100.0,-8.287737196922379,0.0,2.0,-1584.0,1826.0,242.0,1,1,1,0,1,0,0,0,0,1
618711,2026-05-01,"Multi-States (UttarPradesh,Uttarakhand)",796.65,560.03,502.83,99.29,National Highways Authority of India [NHAI],False,1277.0,214.0,89.78626145027945,89.78626145027945,9.503738549720552,1,1,0.0,-100.71,-9.503738549720552,0.0,2.0,-1063.0,1277.0,214.0,1,1,1,0,1,0,0,0,0,1
618712,2026-05-01,Andhra Pradesh,912.94,798.25,333.4,86.23,National Highways Authority of India [NHAI],False,820.0,396.0,41.76636392107736,41.76636392107736,44.46363607892265,1,1,1.2199999999999989,-113.77,-44.46363607892265,0.0,2.0,-424.0,820.0,396.0,1,1,1,0,0,0,0,0,0,1
618713,2026-05-01,Andhra Pradesh,1200.42,1019.69,259.18,42.51,National Highways Authority of India [NHAI],False,820.0,365.0,25.417528856809422,25.417528856809422,17.092471143190576,1,1,4.100000000000001,-157.49,-17.092471143190576,0.0,2.0,-455.0,820.0,365.0,1,1,1,0,0,1,0,0,0,0
618714,2026-05-01,Andhra Pradesh,1253.26,1095.78,339.35,63.52,National Highways Authority of India [NHAI],False,820.0,730.0,30.968807607366443,30.968807607366443,32.55119239263356,1,1,1.5,-48.80876712328767,-32.55119239263356,0.0,1.1232876712328768,-90.0,820.0,730.0,1,1,1,0,0,0,0,0,0,1
618715,2026-05-01,Andhra Pradesh,1058.9,946.1,377.91,75.63,National Highways Authority of India [NHAI],False,820.0,396.0,39.94398055173872,39.94398055173872,35.68601944826128,1,1,1.6999999999999886,-124.37,-35.68601944826128,0.0,2.0,-424.0,820.0,396.0,1,1,1,0,0,0,0,0,0,1
618716,2026-05-01,Andhra Pradesh,992.91,888.07,320.04,75.54,National Highways Authority of India [NHAI],False,791.0,456.0,36.03769973087707,36.03769973087707,39.502300269122934,1,1,2.440000000000012,-97.92491228070176,-39.50230026912293,0.0,1.7346491228070176,-335.0,791.0,456.0,1,1,1,0,0,0,0,0,0,0
618717,2026-05-01,Andhra Pradesh,750.81,626.91,226.47,84.72,National Highways Authority of India [NHAI],False,791.0,425.0,36.12480260324449,36.12480260324449,48.59519739675551,1,1,2.539999999999992,-101.39764705882352,-48.59519739675551,0.0,1.8611764705882352,-366.0,791.0,425.0,1,1,1,0,0,0,0,0,0,1
618718,2026-05-01,Andhra Pradesh,1092.18,956.4,200.12,41.6,National Highways Authority of India [NHAI],False,454.0,731.0,20.924299456294438,20.924299456294438,20.675700543705563,1,1,5.600000000000001,-20.506703146374832,-20.675700543705563,0.0,0.6210670314637483,277.0,454.0,731.0,1,1,0,0,0,0,0,0,0,0
618719,2026-05-01,Andhra Pradesh,909.02,751.81,273.33,58.08,National Highways Authority of India [NHAI],False,820.0,365.0,36.35626022532289,36.35626022532289,21.723739774677107,1,1,2.0700000000000003,-141.92000000000002,-21.723739774677107,0.0,2.0,-455.0,820.0,365.0,1,1,1,0,0,0,0,0,0,0
618720,2026-05-01,Andhra Pradesh,987.1,848.06,319.74,67.98,National Highways Authority of India [NHAI],False,791.0,394.0,37.70252104803905,37.70252104803905,30.27747895196095,1,1,,-132.01999999999998,-30.27747895196095,,2.0,-397.0,791.0,394.0,1,1,1,0,0,0,0,0,0,0
618721,2026-05-01,Andhra Pradesh,1292.65,1110.33,319.98,58.8,National Highways Authority of India [NHAI],False,820.0,365.0,28.818459376941995,28.818459376941995,29.981540623058002,1,1,0.3799999999999954,-141.2,-29.981540623058,0.0,2.0,-455.0,820.0,365.0,1,1,1,0,0,0,0,0,0,0
618722,2026-05-01,Uttar Pradesh,1843.59,1247.55,708.41,58.9,National Highways Authority of India [NHAI],False,1096.0,334.0,56.78409682978638,56.78409682978638,2.1159031702136204,1,1,0.0,-141.1,-2.1159031702136204,0.0,2.0,-762.0,1096.0,334.0,1,1,1,0,1,0,0,0,0,0
618723,2026-05-01,"Multi-States(Haryana, UttarPradesh)",1554.21,1241.89,801.92,78.5,National Highways Authority of India [NHAI],False,1096.0,334.0,64.57254668287851,64.57254668287851,13.92745331712149,1,1,4.0,-121.5,-13.92745331712149,0.0,2.0,-762.0,1096.0,334.0,1,1,1,0,0,0,0,0,0,1
618724,2026-05-01,"Multi-States(Bihar, Jharkhand)",1719.2,1723.42,127.14,22.31,National Highways Authority of India [NHAI],False,304.0,853.0,7.377191862691625,7.377191862691625,14.932808137308374,1,1,5.209999999999997,-13.328921453692852,-14.932808137308374,0.0,0.3563892145369285,549.0,304.0,853.0,1,0,0,0,0,0,0,0,0,1
618725,2026-05-01,Bihar,1915.99,1920.21,129.12,14.15,National Highways Authority of India [NHAI],False,242.0,915.0,6.724264533566641,6.724264533566641,7.425735466433359,1,1,3.77,-12.298087431693988,-7.425735466433359,0.0,0.2644808743169399,673.0,242.0,915.0,1,0,0,0,0,0,0,0,0,1
618726,2026-05-01,Bihar,1240.93,1341.52,168.48,21.22,National Highways Authority of India [NHAI],False,212.0,945.0,12.55888842507007,12.55888842507007,8.66111157492993,1,1,7.139999999999999,-1.2138624338624346,-8.66111157492993,0.0,0.2243386243386243,733.0,212.0,945.0,0,0,0,0,0,0,0,0,0,1
618727,2026-05-01,Bihar,1576.94,1711.44,181.24,20.15,National Highways Authority of India [NHAI],False,212.0,945.0,10.589912588229796,10.589912588229796,9.560087411770203,1,1,4.149999999999999,-2.283862433862435,-9.560087411770205,0.0,0.2243386243386243,733.0,212.0,945.0,0,0,0,0,0,0,0,0,0,1
618728,2026-05-01,"Multi-States(Bihar, UttarPradesh)",1433.39,1564.15,400.72,41.88,National Highways Authority of India [NHAI],False,546.0,611.0,25.619026308218523,25.619026308218523,16.26097369178148,1,1,2.960000000000001,-47.48170212765957,-16.26097369178148,0.0,0.8936170212765957,65.0,546.0,611.0,1,1,1,0,0,0,0,0,0,1
618730,2026-05-01,Jharkhand,1546.27,1546.27,0.26,0.0,National Highways Authority of India [NHAI],False,0.0,1157.0,0.016814657207344125,0.016814657207344125,-0.016814657207344125,0,1,,0.0,0.0168146572073441,,0.0,1157.0,0.0,1157.0,0,0,0,0,0,0,0,0,0,1
618732,2026-05-01,"Multi-States(Bihar, Jharkhand)",1728.17,1728.17,3.57,0.0,National Highways Authority of India [NHAI],False,0.0,1157.0,0.20657689926338263,0.20657689926338263,-0.20657689926338263,0,1,,0.0,0.2065768992633826,,0.0,1157.0,0.0,1157.0,0,0,0,0,0,0,0,0,0,1
618734,2026-05-01,"Multi-States(Jharkhand, WestBengal)",1154.49,1319.18,138.04,20.43,National Highways Authority of India [NHAI],False,242.0,915.0,10.464076168528933,10.464076168528933,9.965923831471066,1,1,3.210000000000001,-6.0180874316939885,-9.965923831471066,0.0,0.2644808743169399,673.0,242.0,915.0,0,0,0,0,0,0,0,0,0,1
618735,2026-05-01,Madhya Pradesh,909.84,976.55,436.49,99.0,National Highways Authority of India [NHAI],False,1338.0,274.0,44.697148123495985,44.697148123495985,54.302851876504015,1,1,0.0,-101.0,-54.302851876504015,0.0,2.0,-1064.0,1338.0,274.0,1,1,1,0,1,0,0,0,0,1
618736,2026-05-01,Jharkhand,936.26,832.2,294.23,44.42,National Highways Authority of India [NHAI],False,607.0,184.0,35.35568372987263,35.35568372987263,9.064316270127371,1,1,1.2100000000000009,-155.57999999999998,-9.064316270127373,0.0,2.0,-423.0,607.0,184.0,1,1,1,0,0,1,0,0,0,0
618737,2026-05-01,Jharkhand,303.53,5.58,3.88,0.0,National Highways Authority of India [NHAI],False,151.0,334.0,69.53405017921148,69.53405017921148,-69.53405017921148,1,1,0.0,-45.20958083832336,69.53405017921148,0.0,0.4520958083832335,183.0,151.0,334.0,1,1,1,0,1,0,1,1,1,1
618738,2026-05-01,Bihar,6291.69,3351.62,660.36,20.1,National Highways Authority of India [NHAI],False,973.0,365.0,19.702710927849818,19.702710927849818,0.3972890721501834,1,1,1.0800000000000018,-179.9,-0.3972890721501834,0.0,2.0,-608.0,973.0,365.0,1,1,1,0,0,1,0,0,0,1
618739,2026-05-01,Bihar,1390.92,1427.43,368.03,46.79,National Highways Authority of India [NHAI],False,1157.0,393.0,25.782700377601703,25.782700377601703,21.007299622398296,1,1,1.4399999999999975,-153.21,-21.007299622398296,0.0,2.0,-764.0,1157.0,393.0,1,1,1,0,0,1,0,0,0,1
618740,2026-05-01,Bihar,1494.31,1546.07,282.33,43.8,National Highways Authority of India [NHAI],False,1035.0,515.0,18.261139534432463,18.261139534432463,25.538860465567534,1,1,0.1999999999999957,-156.2,-25.53886046556753,0.0,2.0,-520.0,1035.0,515.0,1,1,1,0,0,1,0,0,0,1
618741,2026-05-01,Bihar,1857.58,1969.3,425.65,32.68,NHAI,False,1185.0,337.0,21.614279185497384,21.614279185497384,11.065720814502615,1,1,0.509999999999998,-167.32,-11.065720814502615,0.0,2.0,-848.0,1185.0,337.0,1,1,1,0,0,1,0,0,0,1
618744,2026-05-01,Tamil Nadu,1076.97,791.6,679.49,95.41,National Highways Authority of India [NHAI],False,1185.0,337.0,85.83754421424962,85.83754421424962,9.572455785750378,1,1,0.0,-104.59,-9.572455785750378,0.0,2.0,-848.0,1185.0,337.0,1,1,1,0,1,0,0,0,0,0
618746,2026-05-01,Telangana,797.36,1337.18,635.37,96.4,National Highways Authority of India [NHAI],False,1308.0,638.0,47.51566729983996,47.51566729983996,48.884332700160044,1,1,0.6000000000000085,-103.6,-48.88433270016005,0.0,2.0,-670.0,1308.0,638.0,1,1,1,0,0,0,0,0,0,1
618747,2026-05-01,"Multi-States(Andhra Pradesh,Telangana)",829.5,1227.07,518.87,98.82,National Highways Authority of India [NHAI],False,1338.0,608.0,42.28528119830165,42.28528119830165,56.53471880169835,1,1,0.0,-101.18,-56.53471880169835,0.0,2.0,-730.0,1338.0,608.0,1,1,1,0,1,0,0,0,0,1
618749,2026-05-01,Andhra Pradesh,711.94,926.48,423.04,99.66,National Highways Authority of India [NHAI],False,1338.0,639.0,45.660996459718504,45.660996459718504,53.99900354028149,1,1,0.0,-100.34,-53.99900354028149,0.0,2.0,-699.0,1338.0,639.0,1,1,1,0,1,0,0,0,0,1
618751,2026-05-01,Madhya Pradesh,581.65,592.71,246.07,69.04,National Highways Authority of India [NHAI],False,973.0,335.0,41.51608712523831,41.51608712523831,27.5239128747617,1,1,0.0,-130.95999999999998,-27.5239128747617,0.0,2.0,-638.0,973.0,335.0,1,1,1,0,1,0,0,0,0,1
618754,2026-05-01,Maharashtra,538.11,307.24,113.19,38.51,National Highways Authority of India [NHAI],False,334.0,92.0,36.840906132014055,36.840906132014055,1.6690938679859428,1,1,5.140000000000001,-161.49,-1.6690938679859428,0.0,2.0,-242.0,334.0,92.0,1,1,1,0,0,1,0,0,0,1
618756,2026-05-01,Tamil Nadu,1103.86,1085.41,787.61,94.85,National Highways Authority of India [NHAI],False,2252.0,456.0,72.56336315309422,72.56336315309422,22.28663684690578,1,1,2.6999999999999886,-105.15,-22.28663684690578,0.0,2.0,-1796.0,2252.0,456.0,1,1,1,0,0,0,0,0,0,1
618757,2026-05-01,Rajasthan,2010.2,1565.88,707.68,37.27,National Highways Authority of India [NHAI],False,791.0,547.0,45.193756865149304,45.193756865149304,-7.923756865149301,1,1,0.0300000000000011,-107.3369469835466,7.923756865149301,0.0,1.446069469835466,-244.0,791.0,547.0,1,1,1,0,0,1,0,0,0,0
618758,2026-05-01,Rajasthan,1764.86,1239.24,310.1,39.33,National Highways Authority of India [NHAI],False,607.0,731.0,25.023401439592007,25.023401439592007,14.306598560407991,1,1,2.509999999999998,-43.706935704514365,-14.306598560407991,0.0,0.8303693570451436,124.0,607.0,731.0,1,1,1,0,0,0,0,0,0,1
618759,2026-05-01,Andhra Pradesh,1063.57,1103.87,502.82,90.4,National Highways Authority of India [NHAI],False,973.0,488.0,45.550653609573594,45.550653609573594,44.84934639042641,1,1,0.0,-108.98524590163936,-44.84934639042641,0.0,1.9938524590163933,-485.0,973.0,488.0,1,1,1,0,1,0,0,0,0,1
618761,2026-05-01,Uttar Pradesh,991.89,977.73,854.1,96.22,National Highways Authority of India [NHAI],False,1185.0,488.0,87.35540486637416,87.35540486637416,8.86459513362584,1,1,1.0,-103.78,-8.86459513362584,0.0,2.0,-697.0,1185.0,488.0,1,1,1,0,0,0,0,0,0,0
618762,2026-05-01,Madhya Pradesh,950.27,788.33,399.27,100.0,National Highways Authority of India [NHAI],False,3011.0,184.0,50.647571448505055,50.647571448505055,49.352428551494945,1,1,0.0,-100.0,-49.35242855149495,0.0,2.0,-2827.0,3011.0,184.0,1,1,1,0,1,0,0,0,0,1
618764,2026-05-01,Punjab,1032.59,1264.17,669.84,76.0,National Highways Authority of India [NHAI],False,1247.0,944.0,52.98654453119438,52.98654453119438,23.013455468805617,1,1,0.0,-56.09745762711864,-23.013455468805617,0.0,1.3209745762711864,-303.0,1247.0,944.0,1,1,1,0,1,0,0,0,0,1
618765,2026-05-01,Telangana,2146.86,2486.51,962.12,92.4,National Highways Authority of India [NHAI],False,1035.0,487.0,38.69359061495831,38.69359061495831,53.706409385041695,1,1,0.0,-107.6,-53.706409385041695,0.0,2.0,-548.0,1035.0,487.0,1,1,1,0,1,0,0,0,0,1
618766,2026-05-01,Maharashtra,862.0,617.93,210.48,43.61,NHAI,False,395.0,182.0,34.06211059505122,34.06211059505122,9.547889404948776,1,1,7.289999999999999,-156.39,-9.547889404948776,0.0,2.0,-213.0,395.0,182.0,1,1,1,0,0,1,0,0,0,1
618768,2026-05-01,Uttar Pradesh,1309.08,1309.08,30.46,0.64,National Highways Authority of India [NHAI],False,61.0,638.0,2.326824945763437,2.326824945763437,-1.686824945763437,0,1,0.64,-8.921128526645766,1.686824945763437,0.0,0.0956112852664576,577.0,61.0,638.0,0,0,0,0,0,0,0,0,0,1
618769,2026-05-01,"Multi-States(Andhra Pradesh,Tamil Nadu)",1338.14,1214.7,154.67,11.03,National Highways Authority of India [NHAI],False,242.0,274.0,12.733185148596359,12.733185148596359,-1.7031851485963596,1,1,0.9599999999999992,-77.29116788321168,1.7031851485963596,0.0,0.8832116788321168,32.0,242.0,274.0,1,1,1,0,0,0,0,0,0,1
618772,2026-05-01,"Multi-States(Andhra Pradesh,Tamil Nadu)",702.52,799.36,370.76,98.42,National Highways Authority of India [NHAI],False,943.0,972.0,46.38210568454764,46.38210568454764,52.03789431545236,1,1,0.6700000000000017,1.403539094650199,-52.03789431545236,0.0,0.970164609053498,29.0,943.0,972.0,0,0,0,0,0,0,0,0,0,1
618775,2026-05-01,Bihar,226.32,226.32,4.48,21.03,National Highways Authority of India [NHAI],False,212.0,214.0,1.9794980558501238,1.9794980558501238,19.05050194414988,0,1,5.100000000000001,-78.03542056074767,-19.05050194414988,0.0,0.9906542056074766,2.0,212.0,214.0,1,1,1,0,0,0,0,0,0,0
618776,2026-05-01,Punjab,1237.65,1301.15,1017.51,88.82,National Highways Authority of India [NHAI],False,1096.0,426.0,78.20082234946008,78.20082234946008,10.61917765053991,1,1,0.0,-111.18,-10.61917765053991,0.0,2.0,-670.0,1096.0,426.0,1,1,1,0,1,0,0,0,0,1
618777,2026-05-01,Andhra Pradesh,1877.47,592.85,246.34,98.84,National Highways Authority of India [NHAI],False,943.0,579.0,41.551825925613564,41.551825925613564,57.28817407438644,1,1,0.0,-64.02701208981003,-57.28817407438644,0.0,1.6286701208981005,-364.0,943.0,579.0,1,1,1,0,1,0,0,0,0,0
618778,2026-05-01,Andhra Pradesh,1877.47,1994.1,1147.49,94.9,National Highways Authority of India [NHAI],False,1216.0,334.0,57.54425555388396,57.54425555388396,37.35574444611605,1,1,0.0,-105.1,-37.35574444611605,0.0,2.0,-882.0,1216.0,334.0,1,1,1,0,1,0,0,0,0,1
618782,2026-05-01,Uttar Pradesh,1394.14,1394.14,587.94,62.0,National Highways Authority of India [NHAI],False,791.0,394.0,42.17223521310629,42.17223521310629,19.82776478689371,0,1,3.140000000000001,-138.0,-19.82776478689371,0.0,2.0,-397.0,791.0,394.0,1,1,1,0,0,0,0,0,0,0
618783,2026-05-01,"Multi-States (UttarPradesh,Uttarakhand)",1471.19,1471.19,438.75,40.0,National Highways Authority of India [NHAI],False,791.0,425.0,29.822796511667427,29.822796511667427,10.177203488332573,0,1,4.799999999999997,-146.1176470588235,-10.177203488332571,0.0,1.8611764705882352,-366.0,791.0,425.0,1,1,1,0,0,1,0,0,0,0
618784,2026-05-01,Madhya Pradesh,355.36,355.36,223.53,84.44,NHAI,False,760.0,244.0,62.90240882485367,62.90240882485367,21.537591175146325,0,1,0.0,-115.56,-21.537591175146325,0.0,2.0,-516.0,760.0,244.0,1,1,1,0,1,0,0,0,0,1
618785,2026-05-01,Punjab,1501.02,1815.13,992.99,78.6,National Highways Authority of India [NHAI],False,1185.0,580.0,54.706274481717564,54.706274481717564,23.89372551828243,1,1,0.0,-121.4,-23.89372551828243,0.0,2.0,-605.0,1185.0,580.0,1,1,1,0,1,0,0,0,0,1
618786,2026-05-01,Punjab,1196.38,1503.79,161.12,16.8,National Highways Authority of India [NHAI],False,426.0,851.0,10.714261964769017,10.714261964769017,6.0857380352309836,1,1,2.83,-33.25875440658049,-6.085738035230984,0.0,0.500587544065805,425.0,426.0,851.0,1,1,1,0,0,0,0,0,0,1
618787,2026-05-01,Gujarat,1373.06,1687.25,837.67,96.0,National Highways Authority of India [NHAI],False,1216.0,306.0,49.64705882352941,49.64705882352941,46.35294117647059,1,1,0.0,-104.0,-46.35294117647059,0.0,2.0,-910.0,1216.0,306.0,1,1,1,0,1,0,0,0,0,1
618788,2026-05-01,Haryana,927.22,1173.66,369.17,87.05,National Highways Authority of India [NHAI],False,1065.0,457.0,31.45459502752075,31.45459502752075,55.595404972479244,1,1,0.0,-112.95,-55.59540497247925,0.0,2.0,-608.0,1065.0,457.0,1,1,1,0,1,0,0,0,0,1
618790,2026-05-01,Bihar,1422.37,1537.99,273.74,43.5,National Highways Authority of India [NHAI],False,577.0,580.0,17.798555257186326,17.798555257186326,25.701444742813674,1,1,2.5,-55.98275862068967,-25.701444742813678,0.0,0.9948275862068966,3.0,577.0,580.0,1,1,1,0,0,0,0,0,0,1
618791,2026-05-01,Bihar,1538.76,1538.76,146.2,21.54,National Highways Authority of India [NHAI],False,120.0,457.0,9.501156775585535,9.501156775585535,12.038843224414464,0,1,4.379999999999999,-4.718205689277898,-12.038843224414464,0.0,0.2625820568927789,337.0,120.0,457.0,0,0,0,0,0,0,0,0,0,1
618792,2026-05-01,Haryana,1330.23,1144.21,454.93,99.5,National Highways Authority of India [NHAI],False,882.0,395.0,39.75930991688589,39.75930991688589,59.74069008311411,1,1,0.0,-100.5,-59.74069008311411,0.0,2.0,-487.0,882.0,395.0,1,1,1,0,1,0,0,0,0,1
618793,2026-05-01,Punjab,1409.88,1674.04,609.22,60.0,National Highways Authority of India [NHAI],False,760.0,397.0,36.39220090320423,36.39220090320423,23.607799096795773,1,1,,-131.43576826196474,-23.607799096795773,,1.9143576826196476,-363.0,760.0,397.0,1,1,1,0,0,0,0,0,0,1
618794,2026-05-01,Punjab,524.88,416.58,388.52,96.0,National Highways Authority of India [NHAI],False,1522.0,455.0,93.2641989533823,93.2641989533823,2.735801046617695,1,1,0.0,-104.0,-2.735801046617695,0.0,2.0,-1067.0,1522.0,455.0,1,1,1,0,1,0,0,0,0,1
618795,2026-05-01,Punjab,1474.77,1228.42,864.82,82.06,National Highways Authority of India [NHAI],False,1369.0,546.0,70.4010029143127,70.4010029143127,11.658997085687304,1,1,1.0100000000000051,-117.94,-11.658997085687304,0.0,2.0,-823.0,1369.0,546.0,1,1,1,0,0,0,0,0,0,1
618796,2026-05-01,Rajasthan,828.58,830.37,405.49,100.0,National Highways Authority of India [NHAI],False,2587.0,424.0,48.832448185748525,48.832448185748525,51.167551814251475,1,1,0.0,-100.0,-51.16755181425148,0.0,2.0,-2163.0,2587.0,424.0,1,1,1,0,1,0,0,0,0,1
618797,2026-05-01,Rajasthan,1237.71,927.02,68.73,18.44,National Highways Authority of India [NHAI],False,151.0,275.0,7.414079523634874,7.414079523634874,11.025920476365126,1,1,12.840000000000002,-36.46909090909091,-11.025920476365126,0.0,0.5490909090909091,124.0,151.0,275.0,1,1,1,0,0,0,0,0,0,0
618798,2026-05-01,Uttar Pradesh,2555.5,2275.43,1307.22,89.0,National Highways Authority of India [NHAI],False,1157.0,455.0,57.44936121963761,57.44936121963761,31.55063878036239,1,1,5.0,-111.0,-31.55063878036239,0.0,2.0,-702.0,1157.0,455.0,1,1,1,0,0,0,0,0,0,0
618799,2026-05-01,Karnataka,456.79,456.79,459.3,94.06,National Highways Authority of India [NHAI],False,1977.0,1006.0,100.54948663499638,100.0,-5.939999999999998,0,1,2.4099999999999966,-102.46087475149103,6.489486634996382,0.0,1.9652087475149105,-971.0,1977.0,1006.0,1,1,1,0,0,0,0,0,0,1
618800,2026-05-01,Tamil Nadu,1616.97,1616.97,193.14,18.13,National Highways Authority of India [NHAI],False,912.0,245.0,11.944562978904989,11.944562978904989,6.1854370210950105,0,1,0.5899999999999999,-181.87,-6.1854370210950105,0.0,2.0,-667.0,912.0,245.0,1,1,1,0,0,1,0,0,0,1
618801,2026-05-01,Tamil Nadu,1388.59,1388.59,209.2,22.8,National Highways Authority of India [NHAI],False,912.0,245.0,15.065642126185555,15.065642126185555,7.734357873814446,0,1,0.870000000000001,-177.2,-7.734357873814446,0.0,2.0,-667.0,912.0,245.0,1,1,1,0,0,1,0,0,0,1
618803,2026-05-01,Andhra Pradesh,645.63,750.2,604.48,90.98,National Highways Authority of India [NHAI],False,1004.0,334.0,80.57584644094908,80.57584644094908,10.404153559050926,1,1,0.480000000000004,-109.02,-10.404153559050926,0.0,2.0,-670.0,1004.0,334.0,1,1,1,0,0,0,0,0,0,1
618804,2026-05-01,Andhra Pradesh,348.72,341.36,184.68,78.95,National Highways Authority of India [NHAI],False,2708.0,275.0,54.10124209046169,54.10124209046169,24.848757909538314,1,1,1.019999999999996,-121.05,-24.848757909538318,0.0,2.0,-2433.0,2708.0,275.0,1,1,1,0,0,0,0,0,0,1
618805,2026-05-01,Andhra Pradesh,977.33,977.33,64.78,5.0,National Highways Authority of India [NHAI],False,89.0,427.0,6.628262715766425,6.628262715766425,-1.6282627157664251,0,1,1.0,-15.843091334894616,1.6282627157664251,0.0,0.2084309133489461,338.0,89.0,427.0,1,0,0,0,0,0,0,0,0,1
618806,2026-05-01,Andhra Pradesh,685.99,680.21,466.29,79.0,National Highways Authority of India [NHAI],False,820.0,396.0,68.55088869613796,68.55088869613796,10.44911130386204,1,1,0.0,-121.0,-10.44911130386204,0.0,2.0,-424.0,820.0,396.0,1,1,1,0,1,0,0,0,0,1
618807,2026-05-01,Andhra Pradesh,609.43,559.98,535.32,81.81,National Highways Authority of India [NHAI],False,973.0,396.0,95.59627129540341,95.59627129540341,-13.78627129540341,1,1,3.1899999999999977,-118.19,13.78627129540341,0.0,2.0,-577.0,973.0,396.0,1,1,1,0,0,0,1,0,0,1
618808,2026-05-01,West Bengal,1212.56,1203.11,321.57,38.85,National Highways Authority of India [NHAI],False,699.0,458.0,26.72822933896319,26.72822933896319,12.121770661036813,1,1,1.5,-113.77008733624456,-12.121770661036813,0.0,1.5262008733624457,-241.0,699.0,458.0,1,1,1,0,0,1,0,0,0,1
618809,2026-05-01,Punjab,809.51,966.99,501.76,66.9,National Highways Authority of India [NHAI],False,1065.0,669.0,51.88885097053743,51.88885097053743,15.011149029462572,1,1,0.9100000000000108,-92.2928251121076,-15.011149029462572,0.0,1.5919282511210762,-396.0,1065.0,669.0,1,1,1,0,0,0,0,0,0,1
618810,2026-05-01,Punjab,1003.38,993.6,599.6,79.39,National Highways Authority of India [NHAI],False,1065.0,608.0,60.34621578099839,60.34621578099839,19.04378421900161,1,1,0.4000000000000057,-95.77447368421052,-19.04378421900161,0.0,1.7516447368421053,-457.0,1065.0,608.0,1,1,1,0,0,0,0,0,0,1
618811,2026-05-01,Telangana,1183.71,1170.64,83.68,0.0,National Highways Authority of India [NHAI],False,334.0,823.0,7.148226611084535,7.148226611084535,-7.148226611084535,1,1,0.0,-40.58323207776427,7.148226611084535,0.0,0.4058323207776427,489.0,334.0,823.0,1,1,1,0,1,0,0,0,0,1
618812,2026-05-01,Telangana,1129.33,1145.41,79.95,6.33,National Highways Authority of India [NHAI],False,334.0,882.0,6.980033350503313,6.980033350503313,-0.6500333505033131,1,1,0.0300000000000002,-31.538480725623582,0.6500333505033131,0.0,0.3786848072562358,548.0,334.0,882.0,1,1,1,0,0,0,0,0,0,1
618813,2026-05-01,Telangana,1127.9,1104.27,110.98,9.2,National Highways Authority of India [NHAI],False,516.0,641.0,10.050078332291921,10.050078332291921,-0.8500783322919219,1,1,0.1999999999999993,-71.29921996879875,0.8500783322919219,0.0,0.8049921996879875,125.0,516.0,641.0,1,1,1,0,0,0,0,0,0,1
618815,2026-05-01,Telangana,1092.88,1083.11,304.91,70.76,National Highways Authority of India [NHAI],False,760.0,397.0,28.15134196895976,28.15134196895976,42.60865803104025,1,1,5.079999999999998,-120.67576826196472,-42.60865803104025,0.0,1.9143576826196476,-363.0,760.0,397.0,1,1,1,0,0,0,0,0,0,1
